field_1,field_2,field_3
546045.000000,4054421.000000,50508.000000
546045.000000,4054419.000000,50499.000000
546044.000000,4054416.000000,50501.000000
546044.000000,4054414.000000,50503.000000
546043.000000,4054412.000000,50501.000000
546043.000000,4054410.000000,50496.000000
546043.000000,4054407.000000,50497.000000
546043.000000,4054404.000000,50499.000000
546043.000000,4054402.000000,50495.000000
546043.000000,4054399.000000,50498.000000
546043.000000,4054397.000000,50501.000000
546043.000000,4054394.000000,50518.000000
546043.000000,4054392.000000,50502.000000
546042.000000,4054390.000000,50507.000000
546042.000000,4054387.000000,50506.000000
546041.000000,4054385.000000,50506.000000
546041.000000,4054383.000000,50495.000000
546041.000000,4054380.000000,50496.000000
546041.000000,4054378.000000,50497.000000
546040.000000,4054376.000000,50499.000000
546039.000000,4054373.000000,50507.000000
546039.000000,4054371.000000,50505.000000
546039.000000,4054368.000000,50499.000000
546039.000000,4054366.000000,50506.000000
546038.000000,4054364.000000,50504.000000
546037.000000,4054361.000000,50500.000000
546036.000000,4054359.000000,50498.000000
546035.000000,4054357.000000,50501.000000
546035.000000,4054354.000000,50507.000000
546034.000000,4054352.000000,50508.000000
546033.000000,4054350.000000,50513.000000
546033.000000,4054348.000000,50497.000000
546032.000000,4054345.000000,50499.000000
546032.000000,4054343.000000,50490.000000
546031.000000,4054340.000000,50539.000000
546031.000000,4054338.000000,50555.000000
546032.000000,4054336.000000,50519.000000
546032.000000,4054333.000000,50511.000000
546033.000000,4054331.000000,50501.000000
546033.000000,4054328.000000,50502.000000
546034.000000,4054325.000000,50499.000000
546034.000000,4054323.000000,50497.000000
546034.000000,4054320.000000,50499.000000
546034.000000,4054318.000000,50504.000000
546035.000000,4054316.000000,50501.000000
546035.000000,4054313.000000,50505.000000
546035.000000,4054311.000000,50502.000000
546036.000000,4054309.000000,50505.000000
546036.000000,4054306.000000,50503.000000
546037.000000,4054303.000000,50502.000000
546037.000000,4054301.000000,50503.000000
546037.000000,4054298.000000,50503.000000
546037.000000,4054296.000000,50500.000000
546037.000000,4054294.000000,50497.000000
546038.000000,4054291.000000,50503.000000
546038.000000,4054289.000000,50499.000000
546039.000000,4054286.000000,50495.000000
546039.000000,4054284.000000,50502.000000
546039.000000,4054281.000000,50503.000000
546040.000000,4054279.000000,50505.000000
546040.000000,4054277.000000,50507.000000
546041.000000,4054274.000000,50508.000000
546041.000000,4054272.000000,50506.000000
546041.000000,4054270.000000,50505.000000
546042.000000,4054267.000000,50508.000000
546042.000000,4054265.000000,50505.000000
546042.000000,4054263.000000,50502.000000
546042.000000,4054260.000000,50504.000000
546043.000000,4054258.000000,50508.000000
546043.000000,4054255.000000,50509.000000
546043.000000,4054253.000000,50505.000000
546043.000000,4054250.000000,50508.000000
546044.000000,4054248.000000,50505.000000
546044.000000,4054245.000000,50512.000000
546044.000000,4054243.000000,50517.000000
546044.000000,4054241.000000,50530.000000
546044.000000,4054238.000000,50519.000000
546046.000000,4054236.000000,50514.000000
546046.000000,4054234.000000,50512.000000
546047.000000,4054231.000000,50512.000000
546047.000000,4054228.000000,50515.000000
546047.000000,4054226.000000,50523.000000
546048.000000,4054224.000000,50527.000000
546048.000000,4054221.000000,50521.000000
546049.000000,4054219.000000,50519.000000
546049.000000,4054216.000000,50522.000000
546049.000000,4054214.000000,50534.000000
546049.000000,4054212.000000,50530.000000
546049.000000,4054209.000000,50528.000000
546050.000000,4054207.000000,50524.000000
546050.000000,4054205.000000,50524.000000
546051.000000,4054202.000000,50534.000000
546051.000000,4054200.000000,50523.000000
546052.000000,4054198.000000,50528.000000
546052.000000,4054195.000000,50534.000000
546052.000000,4054193.000000,50530.000000
546052.000000,4054190.000000,50528.000000
546053.000000,4054188.000000,50528.000000
546053.000000,4054185.000000,50529.000000
546053.000000,4054182.000000,50525.000000
546053.000000,4054180.000000,50530.000000
546052.000000,4054178.000000,50540.000000
546052.000000,4054175.000000,50537.000000
546052.000000,4054173.000000,50538.000000
546052.000000,4054170.000000,50541.000000
546052.000000,4054168.000000,50539.000000
546052.000000,4054165.000000,50541.000000
546052.000000,4054163.000000,50541.000000
546051.000000,4054160.000000,50537.000000
546051.000000,4054158.000000,50539.000000
546051.000000,4054155.000000,50548.000000
546052.000000,4054153.000000,50549.000000
546050.000000,4054151.000000,50546.000000
546050.000000,4054149.000000,50551.000000
546051.000000,4054146.000000,50554.000000
546051.000000,4054144.000000,50546.000000
546051.000000,4054142.000000,50548.000000
546051.000000,4054139.000000,50554.000000
546051.000000,4054137.000000,50555.000000
546051.000000,4054134.000000,50547.000000
546051.000000,4054132.000000,50534.000000
546051.000000,4054130.000000,50562.000000
546050.000000,4054128.000000,50555.000000
546049.000000,4054125.000000,50556.000000
546049.000000,4054123.000000,50557.000000
546050.000000,4054120.000000,50552.000000
546049.000000,4054118.000000,50557.000000
546049.000000,4054115.000000,50553.000000
546049.000000,4054113.000000,50553.000000
546049.000000,4054111.000000,50547.000000
546048.000000,4054108.000000,50555.000000
546048.000000,4054106.000000,50554.000000
546047.000000,4054103.000000,50553.000000
546047.000000,4054101.000000,50551.000000
546046.000000,4054098.000000,50555.000000
546046.000000,4054096.000000,50544.000000
546046.000000,4054094.000000,50541.000000
546045.000000,4054092.000000,50561.000000
546045.000000,4054089.000000,50559.000000
546045.000000,4054087.000000,50558.000000
546045.000000,4054084.000000,50556.000000
546044.000000,4054082.000000,50554.000000
546044.000000,4054079.000000,50552.000000
546044.000000,4054077.000000,50557.000000
546044.000000,4054074.000000,50553.000000
546044.000000,4054072.000000,50556.000000
546043.000000,4054070.000000,50564.000000
546043.000000,4054067.000000,50556.000000
546043.000000,4054064.000000,50555.000000
546043.000000,4054062.000000,50559.000000
546043.000000,4054060.000000,50562.000000
546043.000000,4054057.000000,50564.000000
546043.000000,4054055.000000,50562.000000
546043.000000,4054052.000000,50562.000000
546043.000000,4054050.000000,50567.000000
546042.000000,4054047.000000,50569.000000
546042.000000,4054044.000000,50569.000000
546042.000000,4054042.000000,50562.000000
546042.000000,4054040.000000,50561.000000
546042.000000,4054038.000000,50566.000000
546042.000000,4054035.000000,50569.000000
546042.000000,4054033.000000,50571.000000
546042.000000,4054030.000000,50571.000000
546041.000000,4054028.000000,50566.000000
546041.000000,4054025.000000,50565.000000
546042.000000,4054023.000000,50559.000000
546042.000000,4054021.000000,50561.000000
546043.000000,4054018.000000,50567.000000
546043.000000,4054016.000000,50569.000000
546043.000000,4054013.000000,50564.000000
546043.000000,4054011.000000,50565.000000
546042.000000,4054008.000000,50564.000000
546042.000000,4054006.000000,50566.000000
546043.000000,4054003.000000,50574.000000
546043.000000,4054000.000000,50572.000000
546043.000000,4053998.000000,50575.000000
546044.000000,4053995.000000,50567.000000
546044.000000,4053993.000000,50571.000000
546045.000000,4053990.000000,50574.000000
546045.000000,4053988.000000,50575.000000
546045.000000,4053985.000000,50557.000000
546046.000000,4053983.000000,50552.000000
546046.000000,4053981.000000,50568.000000
546045.000000,4053978.000000,50565.000000
546045.000000,4053976.000000,50571.000000
546045.000000,4053974.000000,50573.000000
546045.000000,4053971.000000,50571.000000
546044.000000,4053969.000000,50580.000000
546044.000000,4053966.000000,50585.000000
546044.000000,4053964.000000,50590.000000
546044.000000,4053961.000000,50594.000000
546043.000000,4053959.000000,50596.000000
546043.000000,4053956.000000,50586.000000
546043.000000,4053954.000000,50582.000000
546043.000000,4053952.000000,50580.000000
546043.000000,4053949.000000,50578.000000
546043.000000,4053947.000000,50583.000000
546043.000000,4053945.000000,50577.000000
546044.000000,4053942.000000,50578.000000
546045.000000,4053940.000000,50579.000000
546046.000000,4053938.000000,50571.000000
546046.000000,4053935.000000,50580.000000
546046.000000,4053933.000000,50581.000000
546045.000000,4053930.000000,50574.000000
546045.000000,4053927.000000,50580.000000
546045.000000,4053925.000000,50573.000000
546045.000000,4053923.000000,50570.000000
546044.000000,4053921.000000,50576.000000
546045.000000,4053918.000000,50581.000000
546044.000000,4053916.000000,50582.000000
546044.000000,4053914.000000,50582.000000
546044.000000,4053911.000000,50583.000000
546044.000000,4053909.000000,50586.000000
546045.000000,4053906.000000,50584.000000
546045.000000,4053904.000000,50581.000000
546045.000000,4053902.000000,50582.000000
546045.000000,4053899.000000,50587.000000
546045.000000,4053897.000000,50585.000000
546045.000000,4053894.000000,50588.000000
546046.000000,4053892.000000,50587.000000
546046.000000,4053890.000000,50589.000000
546046.000000,4053888.000000,50582.000000
546045.000000,4053885.000000,50582.000000
546045.000000,4053883.000000,50582.000000
546045.000000,4053881.000000,50594.000000
546045.000000,4053878.000000,50592.000000
546045.000000,4053876.000000,50580.000000
546045.000000,4053873.000000,50591.000000
546046.000000,4053871.000000,50587.000000
546045.000000,4053868.000000,50588.000000
546045.000000,4053866.000000,50587.000000
546045.000000,4053864.000000,50583.000000
546045.000000,4053861.000000,50586.000000
546045.000000,4053859.000000,50585.000000
546045.000000,4053856.000000,50581.000000
546046.000000,4053854.000000,50588.000000
546046.000000,4053851.000000,50562.000000
546047.000000,4053849.000000,50571.000000
546564.000000,4053850.000000,50574.000000
546564.000000,4053852.000000,50578.000000
546563.000000,4053855.000000,50592.000000
546564.000000,4053857.000000,50557.000000
546564.000000,4053859.000000,50566.000000
546564.000000,4053862.000000,50563.000000
546564.000000,4053864.000000,50559.000000
546563.000000,4053867.000000,50561.000000
546564.000000,4053869.000000,50559.000000
546563.000000,4053872.000000,50567.000000
546564.000000,4053874.000000,50565.000000
546564.000000,4053877.000000,50565.000000
546564.000000,4053879.000000,50563.000000
546563.000000,4053881.000000,50552.000000
546563.000000,4053884.000000,50557.000000
546563.000000,4053886.000000,50554.000000
546564.000000,4053888.000000,50561.000000
546565.000000,4053891.000000,50558.000000
546565.000000,4053893.000000,50556.000000
546566.000000,4053896.000000,50555.000000
546567.000000,4053898.000000,50562.000000
546567.000000,4053901.000000,50563.000000
546568.000000,4053903.000000,50572.000000
546568.000000,4053906.000000,50565.000000
546568.000000,4053908.000000,50567.000000
546568.000000,4053911.000000,50565.000000
546568.000000,4053913.000000,50561.000000
546568.000000,4053916.000000,50557.000000
546568.000000,4053919.000000,50557.000000
546569.000000,4053921.000000,50560.000000
546569.000000,4053924.000000,50566.000000
546569.000000,4053926.000000,50558.000000
546570.000000,4053929.000000,50555.000000
546570.000000,4053931.000000,50556.000000
546570.000000,4053934.000000,50561.000000
546570.000000,4053936.000000,50557.000000
546571.000000,4053939.000000,50553.000000
546570.000000,4053942.000000,50554.000000
546570.000000,4053944.000000,50568.000000
546569.000000,4053946.000000,50569.000000
546568.000000,4053948.000000,50567.000000
546568.000000,4053950.000000,50569.000000
546567.000000,4053951.000000,50547.000000
546566.000000,4053953.000000,50540.000000
546566.000000,4053955.000000,50529.000000
546567.000000,4053957.000000,50537.000000
546566.000000,4053959.000000,50541.000000
546566.000000,4053961.000000,50553.000000
546566.000000,4053963.000000,50574.000000
546566.000000,4053966.000000,50571.000000
546566.000000,4053968.000000,50574.000000
546566.000000,4053971.000000,50569.000000
546566.000000,4053973.000000,50558.000000
546565.000000,4053976.000000,50560.000000
546565.000000,4053978.000000,50561.000000
546566.000000,4053981.000000,50558.000000
546566.000000,4053983.000000,50558.000000
546566.000000,4053985.000000,50560.000000
546565.000000,4053988.000000,50557.000000
546564.000000,4053990.000000,50560.000000
546562.000000,4053992.000000,50562.000000
546562.000000,4053994.000000,50565.000000
546562.000000,4053997.000000,50562.000000
546561.000000,4053999.000000,50568.000000
546560.000000,4054001.000000,50576.000000
546559.000000,4054003.000000,50575.000000
546557.000000,4054006.000000,50567.000000
546556.000000,4054008.000000,50568.000000
546555.000000,4054011.000000,50552.000000
546554.000000,4054013.000000,50559.000000
546554.000000,4054015.000000,50560.000000
546554.000000,4054018.000000,50561.000000
546553.000000,4054020.000000,50558.000000
546552.000000,4054022.000000,50566.000000
546552.000000,4054025.000000,50555.000000
546552.000000,4054028.000000,50560.000000
546551.000000,4054030.000000,50570.000000
546550.000000,4054032.000000,50575.000000
546549.000000,4054035.000000,50571.000000
546549.000000,4054037.000000,50570.000000
546548.000000,4054040.000000,50570.000000
546547.000000,4054042.000000,50573.000000
546546.000000,4054044.000000,50569.000000
546546.000000,4054047.000000,50569.000000
546545.000000,4054049.000000,50573.000000
546545.000000,4054052.000000,50562.000000
546545.000000,4054054.000000,50560.000000
546544.000000,4054056.000000,50556.000000
546544.000000,4054059.000000,50548.000000
546544.000000,4054061.000000,50561.000000
546543.000000,4054064.000000,50546.000000
546543.000000,4054066.000000,50522.000000
546543.000000,4054069.000000,50570.000000
546543.000000,4054071.000000,50584.000000
546543.000000,4054073.000000,50564.000000
546542.000000,4054076.000000,50557.000000
546542.000000,4054078.000000,50556.000000
546541.000000,4054081.000000,50556.000000
546541.000000,4054083.000000,50548.000000
546541.000000,4054086.000000,50548.000000
546541.000000,4054088.000000,50551.000000
546541.000000,4054091.000000,50554.000000
546541.000000,4054093.000000,50561.000000
546540.000000,4054095.000000,50576.000000
546539.000000,4054098.000000,50588.000000
546540.000000,4054100.000000,50585.000000
546540.000000,4054102.000000,50586.000000
546541.000000,4054103.000000,50576.000000
546541.000000,4054104.000000,50548.000000
546541.000000,4054106.000000,50547.000000
546541.000000,4054107.000000,50532.000000
546541.000000,4054109.000000,50516.000000
546542.000000,4054112.000000,50536.000000
546543.000000,4054114.000000,50539.000000
546543.000000,4054117.000000,50578.000000
546543.000000,4054119.000000,50567.000000
546543.000000,4054121.000000,50568.000000
546542.000000,4054124.000000,50570.000000
546542.000000,4054126.000000,50560.000000
546542.000000,4054129.000000,50553.000000
546543.000000,4054131.000000,50546.000000
546542.000000,4054134.000000,50545.000000
546543.000000,4054136.000000,50543.000000
546543.000000,4054139.000000,50549.000000
546544.000000,4054141.000000,50553.000000
546544.000000,4054144.000000,50546.000000
546544.000000,4054146.000000,50546.000000
546544.000000,4054149.000000,50548.000000
546544.000000,4054151.000000,50546.000000
546544.000000,4054153.000000,50552.000000
546545.000000,4054156.000000,50549.000000
546546.000000,4054158.000000,50556.000000
546546.000000,4054161.000000,50551.000000
546546.000000,4054163.000000,50553.000000
546546.000000,4054166.000000,50546.000000
546547.000000,4054168.000000,50546.000000
546546.000000,4054171.000000,50543.000000
546546.000000,4054173.000000,50548.000000
546546.000000,4054176.000000,50549.000000
546546.000000,4054178.000000,50551.000000
546546.000000,4054181.000000,50555.000000
546546.000000,4054183.000000,50546.000000
546546.000000,4054186.000000,50540.000000
546546.000000,4054188.000000,50545.000000
546546.000000,4054190.000000,50547.000000
546546.000000,4054193.000000,50550.000000
546546.000000,4054195.000000,50544.000000
546545.000000,4054198.000000,50548.000000
546545.000000,4054200.000000,50540.000000
546545.000000,4054203.000000,50539.000000
546545.000000,4054205.000000,50539.000000
546546.000000,4054208.000000,50552.000000
546545.000000,4054210.000000,50547.000000
546545.000000,4054212.000000,50550.000000
546545.000000,4054215.000000,50547.000000
546546.000000,4054217.000000,50542.000000
546546.000000,4054220.000000,50533.000000
546545.000000,4054222.000000,50539.000000
546546.000000,4054224.000000,50531.000000
546545.000000,4054227.000000,50547.000000
546546.000000,4054229.000000,50535.000000
546546.000000,4054232.000000,50530.000000
546545.000000,4054234.000000,50524.000000
546545.000000,4054237.000000,50535.000000
546545.000000,4054239.000000,50539.000000
546544.000000,4054242.000000,50543.000000
546545.000000,4054244.000000,50543.000000
546544.000000,4054247.000000,50542.000000
546544.000000,4054249.000000,50539.000000
546544.000000,4054251.000000,50538.000000
546544.000000,4054254.000000,50530.000000
546544.000000,4054256.000000,50533.000000
546543.000000,4054259.000000,50533.000000
546543.000000,4054261.000000,50529.000000
546543.000000,4054263.000000,50533.000000
546543.000000,4054266.000000,50535.000000
546543.000000,4054268.000000,50531.000000
546543.000000,4054270.000000,50541.000000
546543.000000,4054273.000000,50539.000000
546543.000000,4054275.000000,50539.000000
546543.000000,4054278.000000,50538.000000
546543.000000,4054280.000000,50528.000000
546543.000000,4054283.000000,50524.000000
546543.000000,4054285.000000,50524.000000
546543.000000,4054287.000000,50527.000000
546543.000000,4054290.000000,50526.000000
546543.000000,4054292.000000,50521.000000
546543.000000,4054294.000000,50517.000000
546544.000000,4054297.000000,50510.000000
546545.000000,4054299.000000,50515.000000
546545.000000,4054301.000000,50516.000000
546544.000000,4054304.000000,50516.000000
546543.000000,4054306.000000,50510.000000
546543.000000,4054309.000000,50519.000000
546543.000000,4054311.000000,50518.000000
546542.000000,4054313.000000,50521.000000
546542.000000,4054315.000000,50516.000000
546542.000000,4054318.000000,50514.000000
546542.000000,4054320.000000,50507.000000
546542.000000,4054322.000000,50509.000000
546541.000000,4054325.000000,50514.000000
546542.000000,4054327.000000,50509.000000
546542.000000,4054330.000000,50516.000000
546542.000000,4054333.000000,50514.000000
546542.000000,4054335.000000,50507.000000
546543.000000,4054337.000000,50515.000000
546543.000000,4054340.000000,50511.000000
546542.000000,4054342.000000,50505.000000
546542.000000,4054345.000000,50507.000000
546542.000000,4054347.000000,50506.000000
546541.000000,4054349.000000,50505.000000
546541.000000,4054352.000000,50507.000000
546541.000000,4054354.000000,50508.000000
546542.000000,4054356.000000,50501.000000
546542.000000,4054359.000000,50502.000000
546541.000000,4054361.000000,50501.000000
546540.000000,4054364.000000,50504.000000
546540.000000,4054366.000000,50505.000000
546540.000000,4054369.000000,50509.000000
546540.000000,4054371.000000,50504.000000
546539.000000,4054373.000000,50501.000000
546539.000000,4054376.000000,50493.000000
546539.000000,4054378.000000,50495.000000
546539.000000,4054381.000000,50502.000000
546539.000000,4054383.000000,50505.000000
546539.000000,4054385.000000,50494.000000
546539.000000,4054388.000000,50496.000000
546540.000000,4054391.000000,50496.000000
546540.000000,4054393.000000,50497.000000
546539.000000,4054396.000000,50503.000000
546539.000000,4054398.000000,50495.000000
546539.000000,4054400.000000,50491.000000
546539.000000,4054403.000000,50488.000000
546539.000000,4054405.000000,50491.000000
546538.000000,4054408.000000,50492.000000
546538.000000,4054410.000000,50487.000000
546537.000000,4054412.000000,50497.000000
546537.000000,4054415.000000,50492.000000
546537.000000,4054417.000000,50496.000000
546537.000000,4054420.000000,50487.000000
546537.000000,4054422.000000,50487.000000
546536.000000,4054425.000000,50490.000000
546536.000000,4054427.000000,50488.000000
546536.000000,4054429.000000,50490.000000
546536.000000,4054432.000000,50486.000000
546536.000000,4054434.000000,50487.000000
546536.000000,4054437.000000,50490.000000
546537.000000,4054439.000000,50488.000000
546537.000000,4054442.000000,50492.000000
546538.000000,4054444.000000,50489.000000
546538.000000,4054446.000000,50489.000000
546538.000000,4054449.000000,50479.000000
546539.000000,4054451.000000,50488.000000
546538.000000,4054454.000000,50489.000000
546538.000000,4054456.000000,50490.000000
546539.000000,4054458.000000,50491.000000
546539.000000,4054461.000000,50492.000000
546539.000000,4054463.000000,50489.000000
546539.000000,4054466.000000,50491.000000
546539.000000,4054468.000000,50489.000000
546539.000000,4054470.000000,50493.000000
546539.000000,4054473.000000,50494.000000
546539.000000,4054476.000000,50499.000000
546538.000000,4054478.000000,50493.000000
546537.000000,4054480.000000,50486.000000
546537.000000,4054482.000000,50491.000000
546538.000000,4054485.000000,50492.000000
546537.000000,4054487.000000,50489.000000
546537.000000,4054490.000000,50485.000000
546537.000000,4054492.000000,50495.000000
546536.000000,4054494.000000,50496.000000
546536.000000,4054497.000000,50489.000000
546534.000000,4054499.000000,50483.000000
546534.000000,4054501.000000,50476.000000
546533.000000,4054503.000000,50475.000000
546532.000000,4054505.000000,50479.000000
546532.000000,4054507.000000,50483.000000
546533.000000,4054509.000000,50513.000000
546534.000000,4054511.000000,50477.000000
546534.000000,4054513.000000,50477.000000
546534.000000,4054515.000000,50479.000000
546534.000000,4054517.000000,50472.000000
546533.000000,4054518.000000,50469.000000
546532.000000,4054521.000000,50463.000000
546532.000000,4054523.000000,50458.000000
546532.000000,4054524.000000,50478.000000
546532.000000,4054527.000000,50482.000000
546532.000000,4054530.000000,50481.000000
546531.000000,4054532.000000,50484.000000
546531.000000,4054534.000000,50482.000000
546531.000000,4054537.000000,50480.000000
546530.000000,4054540.000000,50475.000000
546529.000000,4054542.000000,50482.000000
546529.000000,4054544.000000,50493.000000
546529.000000,4054547.000000,50493.000000
546529.000000,4054549.000000,50494.000000
546530.000000,4054551.000000,50488.000000
546530.000000,4054554.000000,50480.000000
546529.000000,4054556.000000,50482.000000
546529.000000,4054559.000000,50488.000000
546528.000000,4054561.000000,50486.000000
546527.000000,4054564.000000,50485.000000
546527.000000,4054566.000000,50489.000000
546527.000000,4054569.000000,50490.000000
546526.000000,4054571.000000,50502.000000
546526.000000,4054574.000000,50478.000000
546525.000000,4054576.000000,50464.000000
546525.000000,4054579.000000,50457.000000
546526.000000,4054581.000000,50475.000000
546526.000000,4054584.000000,50555.000000
546527.000000,4054586.000000,50532.000000
546527.000000,4054588.000000,50494.000000
546527.000000,4054591.000000,50486.000000
546526.000000,4054593.000000,50485.000000
546527.000000,4054596.000000,50491.000000
546527.000000,4054598.000000,50495.000000
546527.000000,4054601.000000,50490.000000
546527.000000,4054603.000000,50485.000000
546527.000000,4054606.000000,50490.000000
546526.000000,4054608.000000,50492.000000
546526.000000,4054610.000000,50492.000000
546526.000000,4054613.000000,50485.000000
546527.000000,4054615.000000,50489.000000
546527.000000,4054618.000000,50510.000000
546527.000000,4054620.000000,50503.000000
546528.000000,4054622.000000,50493.000000
546528.000000,4054625.000000,50485.000000
546528.000000,4054627.000000,50493.000000
546529.000000,4054630.000000,50494.000000
546529.000000,4054632.000000,50494.000000
546529.000000,4054635.000000,50500.000000
546529.000000,4054637.000000,50509.000000
546530.000000,4054640.000000,50520.000000
546530.000000,4054642.000000,50553.000000
546529.000000,4054644.000000,50502.000000
546529.000000,4054647.000000,50494.000000
546528.000000,4054649.000000,50503.000000
546529.000000,4054652.000000,50490.000000
546529.000000,4054655.000000,50494.000000
546529.000000,4054657.000000,50501.000000
546529.000000,4054660.000000,50499.000000
546529.000000,4054662.000000,50498.000000
546528.000000,4054665.000000,50502.000000
546528.000000,4054667.000000,50508.000000
546528.000000,4054670.000000,50511.000000
546529.000000,4054672.000000,50503.000000
546528.000000,4054675.000000,50501.000000
546528.000000,4054677.000000,50505.000000
546527.000000,4054679.000000,50498.000000
546527.000000,4054682.000000,50503.000000
546527.000000,4054684.000000,50507.000000
546527.000000,4054687.000000,50516.000000
546526.000000,4054689.000000,50515.000000
546526.000000,4054692.000000,50517.000000
546526.000000,4054694.000000,50515.000000
546526.000000,4054697.000000,50515.000000
546527.000000,4054699.000000,50521.000000
546527.000000,4054702.000000,50517.000000
546527.000000,4054704.000000,50514.000000
546527.000000,4054707.000000,50522.000000
546527.000000,4054709.000000,50519.000000
546528.000000,4054712.000000,50518.000000
546528.000000,4054714.000000,50521.000000
546528.000000,4054717.000000,50522.000000
546528.000000,4054719.000000,50522.000000
546528.000000,4054721.000000,50525.000000
546529.000000,4054724.000000,50522.000000
546529.000000,4054726.000000,50520.000000
546530.000000,4054729.000000,50519.000000
546530.000000,4054731.000000,50524.000000
546531.000000,4054734.000000,50533.000000
546532.000000,4054736.000000,50533.000000
546532.000000,4054739.000000,50530.000000
546532.000000,4054741.000000,50524.000000
546532.000000,4054743.000000,50524.000000
546532.000000,4054746.000000,50536.000000
546532.000000,4054748.000000,50529.000000
546532.000000,4054751.000000,50508.000000
546532.000000,4054753.000000,50538.000000
546532.000000,4054756.000000,50546.000000
546532.000000,4054758.000000,50542.000000
546532.000000,4054761.000000,50541.000000
546531.000000,4054763.000000,50540.000000
546530.000000,4054766.000000,50539.000000
546530.000000,4054768.000000,50545.000000
546530.000000,4054771.000000,50537.000000
546531.000000,4054773.000000,50546.000000
546532.000000,4054775.000000,50545.000000
546533.000000,4054778.000000,50548.000000
546534.000000,4054780.000000,50559.000000
546536.000000,4054782.000000,50550.000000
546537.000000,4054785.000000,50553.000000
546537.000000,4054787.000000,50551.000000
546538.000000,4054790.000000,50552.000000
546538.000000,4054792.000000,50551.000000
546538.000000,4054795.000000,50556.000000
546538.000000,4054797.000000,50564.000000
546539.000000,4054800.000000,50563.000000
546539.000000,4054802.000000,50562.000000
546539.000000,4054805.000000,50561.000000
546540.000000,4054807.000000,50563.000000
546540.000000,4054809.000000,50565.000000
546541.000000,4054812.000000,50565.000000
546541.000000,4054815.000000,50567.000000
546541.000000,4054817.000000,50562.000000
546541.000000,4054820.000000,50561.000000
546541.000000,4054822.000000,50566.000000
546542.000000,4054825.000000,50565.000000
546542.000000,4054827.000000,50564.000000
546542.000000,4054830.000000,50568.000000
546543.000000,4054832.000000,50563.000000
546543.000000,4054835.000000,50563.000000
546543.000000,4054837.000000,50568.000000
546543.000000,4054840.000000,50568.000000
546542.000000,4054842.000000,50571.000000
546543.000000,4054845.000000,50573.000000
546543.000000,4054847.000000,50573.000000
546542.000000,4054850.000000,50580.000000
546542.000000,4054852.000000,50578.000000
546542.000000,4054855.000000,50574.000000
546542.000000,4054857.000000,50580.000000
546541.000000,4054860.000000,50577.000000
546542.000000,4054862.000000,50577.000000
546542.000000,4054865.000000,50574.000000
546542.000000,4054867.000000,50575.000000
546542.000000,4054869.000000,50579.000000
546542.000000,4054872.000000,50575.000000
546542.000000,4054874.000000,50563.000000
546543.000000,4054877.000000,50565.000000
546543.000000,4054879.000000,50567.000000
546543.000000,4054882.000000,50570.000000
546544.000000,4054884.000000,50559.000000
546544.000000,4054887.000000,50570.000000
546544.000000,4054889.000000,50571.000000
546545.000000,4054892.000000,50575.000000
546545.000000,4054894.000000,50574.000000
546545.000000,4054897.000000,50574.000000
546545.000000,4054899.000000,50576.000000
546544.000000,4054902.000000,50574.000000
546544.000000,4054904.000000,50568.000000
546545.000000,4054906.000000,50560.000000
546546.000000,4054908.000000,50564.000000
546546.000000,4054911.000000,50564.000000
546546.000000,4054913.000000,50574.000000
546547.000000,4054916.000000,50576.000000
546548.000000,4054918.000000,50563.000000
546548.000000,4054921.000000,50569.000000
546548.000000,4054923.000000,50556.000000
546547.000000,4054926.000000,50575.000000
546547.000000,4054929.000000,50578.000000
546547.000000,4054931.000000,50577.000000
546547.000000,4054934.000000,50585.000000
546548.000000,4054936.000000,50577.000000
546548.000000,4054939.000000,50573.000000
546547.000000,4054941.000000,50573.000000
546547.000000,4054944.000000,50575.000000
546547.000000,4054946.000000,50576.000000
546546.000000,4054948.000000,50572.000000
546547.000000,4054951.000000,50573.000000
546547.000000,4054953.000000,50571.000000
546547.000000,4054956.000000,50570.000000
546547.000000,4054959.000000,50572.000000
546547.000000,4054961.000000,50568.000000
546547.000000,4054964.000000,50577.000000
546546.000000,4054966.000000,50579.000000
546545.000000,4054968.000000,50576.000000
546546.000000,4054971.000000,50573.000000
546546.000000,4054973.000000,50573.000000
546547.000000,4054975.000000,50568.000000
546547.000000,4054978.000000,50569.000000
546547.000000,4054980.000000,50569.000000
546547.000000,4054983.000000,50572.000000
546547.000000,4054985.000000,50568.000000
546547.000000,4054987.000000,50566.000000
546548.000000,4054990.000000,50567.000000
546548.000000,4054992.000000,50569.000000
546548.000000,4054995.000000,50575.000000
546549.000000,4054997.000000,50575.000000
546548.000000,4055000.000000,50581.000000
546548.000000,4055002.000000,50579.000000
546548.000000,4055005.000000,50569.000000
546548.000000,4055007.000000,50572.000000
546548.000000,4055010.000000,50568.000000
546549.000000,4055012.000000,50567.000000
546549.000000,4055015.000000,50574.000000
546548.000000,4055017.000000,50571.000000
546548.000000,4055019.000000,50579.000000
546548.000000,4055022.000000,50574.000000
546549.000000,4055024.000000,50580.000000
546549.000000,4055027.000000,50572.000000
546549.000000,4055029.000000,50581.000000
546548.000000,4055032.000000,50579.000000
546549.000000,4055034.000000,50565.000000
546549.000000,4055037.000000,50565.000000
546549.000000,4055039.000000,50568.000000
546549.000000,4055041.000000,50558.000000
546549.000000,4055043.000000,50552.000000
546550.000000,4055046.000000,50581.000000
